epochs, batch_size, lr, loss, acc
8, 256, 0.01, 0.5651021359980791, 0.8433053861788619
8, 256, 0.5, 368595.78636853443, 0.300389201359686
8, 256, 0.1, 187.6713303313858, 0.501967543921129
10, 32, 1e-05, 2.1801170905431113, 0.2895481373186052
10, 32, 0.0005, 0.43526632218943, 0.8734364847303443
10, 32, 0.0001, 1.3389024782424783, 0.6650794617717132
10, 32, 0.005, 0.4223693281041774, 0.8762690870695257
10, 32, 0.001, 0.41475584462546466, 0.8821255008663634
10, 32, 0.05, 7.231151239739525, 0.5943303958197964
10, 32, 0.01, 0.5395019935629172, 0.8366041937405241
10, 32, 0.5, 71061.12984997488, 0.6261472547108512
10, 32, 0.1, 122.90987986012509, 0.5256423272687892
10, 64, 1e-05, 2.23606706920423, 0.22333574933095454
10, 64, 0.0005, 0.5284630057581684, 0.8535254980672019
10, 64, 0.0001, 1.6689093785676343, 0.5225524085637823
10, 64, 0.005, 0.4348685639469247, 0.8733800426206759
10, 64, 0.001, 0.4593243698714769, 0.8620194332936862
10, 64, 0.05, 6.720196997213086, 0.6796805307760927
10, 64, 0.01, 0.4730705916445855, 0.8581739704133214
10, 64, 0.5, 60872.5956717151, 0.6095724613440381
10, 64, 0.1, 97.09591180678696, 0.6266439624838934
10, 128, 1e-05, 2.2686666048061084, 0.15944661365473303
10, 128, 0.0005, 0.955916204647711, 0.7541898445300242
10, 128, 0.0001, 1.8991601007026537, 0.4168174713545381
10, 128, 0.005, 0.4635781056699697, 0.8645707043693244
10, 128, 0.001, 0.5696930826058861, 0.8362353949745637
10, 128, 0.05, 9.28901403828671, 0.6622350146198831
10, 128, 0.01, 0.5509383105046569, 0.8370941645271716
10, 128, 0.5, 98770.5748355263, 0.4874505241762945
10, 128, 0.1, 71.24434987564534, 0.6437421254695003
10, 256, 1e-05, 2.2987006477925966, 0.13331661468554343
10, 256, 0.0005, 1.3155348766809223, 0.6258395827492759
10, 256, 0.0001, 2.0296892229167898, 0.38106397766563865
10, 256, 0.005, 0.5087979405090727, 0.8541819981777404
10, 256, 0.001, 0.9384369939223104, 0.751961338309504
10, 256, 0.05, 24.12073580423991, 0.577496043009999
10, 256, 0.01, 0.562159184409284, 0.8402193720213065
10, 256, 0.5, 206254.3291576868, 0.25206500852724045
10, 256, 0.1, 255.07972927751212, 0.4179654646761985
12, 32, 1e-05, 2.171357999071043, 0.3198133257526532
12, 32, 0.0005, 0.4548929945854416, 0.8719457304526749
12, 32, 0.0001, 1.2602020038498774, 0.6880516298462206
12, 32, 0.005, 0.44195096279162244, 0.8733958739441195
12, 32, 0.001, 0.43936793380879874, 0.8714313271604938
12, 32, 0.05, 5.647412595170284, 0.6182670700671431
12, 32, 0.01, 0.4968282120269642, 0.8537081032055447
12, 32, 0.5, 58097.45425290113, 0.6190809779077323
12, 32, 0.1, 83.15865601991352, 0.6583668372319688
12, 64, 1e-05, 2.2474423870008593, 0.2002908489443949
12, 64, 0.0005, 0.5711174777202439, 0.8489567846169095
12, 64, 0.0001, 1.6878229752618665, 0.5073958952819903
12, 64, 0.005, 0.43990625327790694, 0.8739670061453068
12, 64, 0.001, 0.4674203787979327, 0.8571688534542572
12, 64, 0.05, 7.679024483028211, 0.6331400535236397
12, 64, 0.01, 0.506730560518322, 0.8475861705818217
12, 64, 0.5, 49473.572068599235, 0.5494249615918326
12, 64, 0.1, 81.12234756960505, 0.6404569642680147
12, 128, 1e-05, 2.25181155734592, 0.2158431096372367
12, 128, 0.0005, 0.9371279049337956, 0.7494580688679694
12, 128, 0.0001, 1.8802872192092808, 0.4263278241335045
12, 128, 0.005, 0.46342865181596654, 0.8695784600389863
12, 128, 0.001, 0.5214604775459445, 0.8490129350306662
12, 128, 0.05, 12.368169185013798, 0.622784731136785
12, 128, 0.01, 0.5378418301629742, 0.8394884675272191
12, 128, 0.5, 54566.05325977704, 0.4849395889792231
12, 128, 0.1, 89.07441988047104, 0.6127205611420149
12, 256, 1e-05, 2.2960470599689704, 0.11964163687973088
12, 256, 0.0005, 1.4396455342742218, 0.586478483319316
12, 256, 0.0001, 2.0495858000612803, 0.3880817943416503
12, 256, 0.005, 0.4760264360356605, 0.8614071552892253
12, 256, 0.001, 0.8012983429020849, 0.7697973612279226
12, 256, 0.05, 20.270458780486006, 0.5529298517661901
12, 256, 0.01, 0.686355217434894, 0.8060071050602748
12, 256, 0.5, 148596.9491738506, 0.29815992664236984
12, 256, 0.1, 225.21998727732694, 0.4983660989627137
14, 32, 1e-05, 2.180626819008275, 0.30834247076023386
14, 32, 0.0005, 0.4441486299691493, 0.8713721030972493
14, 32, 0.0001, 1.1687244925408338, 0.6994294184535411
14, 32, 0.005, 0.4551321505759543, 0.8661146983972277
14, 32, 0.001, 0.43004417610055173, 0.874903549382716
14, 32, 0.05, 5.045735621443618, 0.6340375920511154
14, 32, 0.01, 0.6099754764932638, 0.821816791206411
14, 32, 0.5, 59425.59251216421, 0.5577011587611003
14, 32, 0.1, 138.53157719115765, 0.6246345029239766
14, 64, 1e-05, 2.2517457154759186, 0.15095571290514423
14, 64, 0.0005, 0.5805610966438439, 0.8404891775696303
14, 64, 0.0001, 1.6175494807505466, 0.5263668971156704
14, 64, 0.005, 0.44239371845073866, 0.8707991067003666
14, 64, 0.001, 0.4248493304203826, 0.8715107418971156
14, 64, 0.05, 8.478931553879676, 0.6412189327485379
14, 64, 0.01, 0.5411056230029865, 0.8424916679056399
14, 64, 0.5, 30371.34374571683, 0.6679846243433442
14, 64, 0.1, 99.30090657172843, 0.5917389917236594
14, 128, 1e-05, 2.2666963833814475, 0.14237188287453048
14, 128, 0.0005, 0.9690742419477095, 0.7445714026767462
14, 128, 0.0001, 1.883299366075393, 0.40199069616792654
14, 128, 0.005, 0.44862707246813854, 0.8752726370465459
14, 128, 0.001, 0.514588817518357, 0.8527247361289403
14, 128, 0.05, 7.453860768100672, 0.6301347881899871
14, 128, 0.01, 0.4993212329365357, 0.849941535325441
14, 128, 0.5, 64021.6690880848, 0.5315319230494936
14, 128, 0.1, 110.13043516281753, 0.624991828317406
14, 256, 1e-05, 2.27454059699486, 0.17431964594430427
14, 256, 0.0005, 1.4127585147989208, 0.592202612489487
14, 256, 0.0001, 2.0963319827770364, 0.4049979265956452
14, 256, 0.005, 0.5006508484654043, 0.8580323976731146
14, 256, 0.001, 0.8793480834741702, 0.753973416619942
14, 256, 0.05, 29.453812500526166, 0.40164142077843196
14, 256, 0.01, 0.5664360989099261, 0.8371928587281562
14, 256, 0.5, 101071.7400323276, 0.28883654272965137
14, 256, 0.1, 249.81224866845142, 0.47171409214092136
16, 32, 1e-05, 2.2003380279791984, 0.253824182369504
16, 32, 0.0005, 0.4474897760331456, 0.8668998402642408
16, 32, 0.0001, 1.1999084096380146, 0.7193980804635044
16, 32, 0.005, 0.45927402694105063, 0.86280830355209
16, 32, 0.001, 0.4289268690177746, 0.8745955842538445
16, 32, 0.05, 6.1786234310408785, 0.652046783625731
16, 32, 0.01, 0.5415708478975888, 0.8344145955165692
16, 32, 0.5, 146362.71766064738, 0.5726746940654105
16, 32, 0.1, 109.74360861973456, 0.616151924951267
16, 64, 1e-05, 2.231128136316935, 0.2335441136386163
16, 64, 0.0005, 0.5805133876570485, 0.8478370626424819
16, 64, 0.0001, 1.5770838508131906, 0.5461230981762315
16, 64, 0.005, 0.45802800745120525, 0.8632715705223512
16, 64, 0.001, 0.41426629821459454, 0.8758858657944296
16, 64, 0.05, 5.071036363902845, 0.6328767717315888
16, 64, 0.01, 0.5246079444493118, 0.8472857195955991
16, 64, 0.5, 55520.22427243239, 0.5771260779066311
16, 64, 0.1, 63.459592105352385, 0.6760820881653286
16, 128, 1e-05, 2.256932975255955, 0.14011092687681262
16, 128, 0.0005, 0.9259635443575899, 0.7357556429182713
16, 128, 0.0001, 1.9167215677729823, 0.41531351031712077
16, 128, 0.005, 0.4739600312814378, 0.8595321191698758
16, 128, 0.001, 0.5568805737802159, 0.8338726643845386
16, 128, 0.05, 7.831855595460412, 0.6799727660105549
16, 128, 0.01, 0.5476701928858172, 0.837859702610184
16, 128, 0.5, 89024.23983461258, 0.4175250647791566
16, 128, 0.1, 177.37064647116856, 0.5987235831788142
16, 256, 1e-05, 2.2972813885787438, 0.11770001051303618
16, 256, 0.0005, 1.366673507909665, 0.6163449969629007
16, 256, 0.0001, 2.1272311840934317, 0.36277056466685353
16, 256, 0.005, 0.4737555079761593, 0.866599792075507
16, 256, 0.001, 0.8798852144986734, 0.7545107495794786
16, 256, 0.05, 34.4714753052284, 0.4266540510232688
16, 256, 0.01, 0.583071670998102, 0.8353483319315952
16, 256, 0.5, 174904.0461566092, 0.23654805917671248
16, 256, 0.1, 146.0993838255433, 0.4417815069853284
18, 32, 1e-05, 2.1629485951529612, 0.32938731860515486
18, 32, 0.0005, 0.47474033270053, 0.8586795402859
18, 32, 0.0001, 1.2195423890275565, 0.7015107212475633
18, 32, 0.005, 0.46355582196374384, 0.865167113385315
18, 32, 0.001, 0.42141147350010116, 0.8762657028373403
18, 32, 0.05, 5.529490583124216, 0.6750274122807017
18, 32, 0.01, 0.49612591107381365, 0.8602413634394628
18, 32, 0.5, 52406.91623834978, 0.5136130739657786
18, 32, 0.1, 152.26081526906867, 0.6022765729911198
18, 64, 1e-05, 2.2467310575016755, 0.19940730622460104
18, 64, 0.0005, 0.5495796558278346, 0.8485719285855883
18, 64, 0.0001, 1.6191763968495598, 0.5467131591337101
18, 64, 0.005, 0.4377127769049148, 0.874477308206958
18, 64, 0.001, 0.4273812967347123, 0.8731934222916048
18, 64, 0.05, 7.984158849158482, 0.5809831561601745
18, 64, 0.01, 0.5016400970910725, 0.8530872113192586
18, 64, 0.5, 57123.929282026686, 0.5822089652096342
18, 64, 0.1, 69.77128736038654, 0.6028982679155516
18, 128, 1e-05, 2.287416339617724, 0.11543987424523368
18, 128, 0.0005, 0.9095337052791438, 0.7524425902153759
18, 128, 0.0001, 1.9153640423601832, 0.45818290008557977
18, 128, 0.005, 0.46581020393566774, 0.8676484571863262
18, 128, 0.001, 0.5135668164108232, 0.8476776078067799
18, 128, 0.05, 9.74699502242239, 0.6423042807730709
18, 128, 0.01, 0.5930715877758829, 0.8187754807920885
18, 128, 0.5, 71010.96667123538, 0.563098018589835
18, 128, 0.1, 208.03244928728068, 0.5842883058764797
18, 256, 1e-05, 2.2941827911070023, 0.1319575857396505
18, 256, 0.0005, 1.366955104915575, 0.6297932874264087
18, 256, 0.0001, 2.1089646980680268, 0.3403157415194842
18, 256, 0.005, 0.5118519653534067, 0.8528251594477152
18, 256, 0.001, 0.9083820841778284, 0.7461463151808242
18, 256, 0.05, 20.277800636729975, 0.5198473711569012
18, 256, 0.01, 0.5889688511004394, 0.8365339687879638
18, 256, 0.5, 124296.36170977012, 0.34112539131856834
18, 256, 0.1, 252.16434180599518, 0.48098272065694797
20, 32, 1e-05, 2.1983242338163813, 0.28683059887372747
20, 32, 0.0005, 0.44738956326237544, 0.8701300898852068
20, 32, 0.0001, 1.1593365362513135, 0.7300262616417585
20, 32, 0.005, 0.43097487459100825, 0.8711436674247346
20, 32, 0.001, 0.4121446922443241, 0.8806059806151181
20, 32, 0.05, 4.726467218315392, 0.6800360759150964
20, 32, 0.01, 0.58046155762777, 0.8175357374918778
20, 32, 0.5, 45517.67019528394, 0.5406260152696556
20, 32, 0.1, 89.59516745282893, 0.6194295538228286
20, 64, 1e-05, 2.2509087498425044, 0.18268271756368323
20, 64, 0.0005, 0.5684694827300065, 0.8431808467142433
20, 64, 0.0001, 1.672707874872531, 0.53782042942809
20, 64, 0.005, 0.42132322886708184, 0.8785620477748042
20, 64, 0.001, 0.42873550733627636, 0.8690668673803152
20, 64, 0.05, 7.9643678295682045, 0.6383212843195559
20, 64, 0.01, 0.48161081198537553, 0.855360727029438
20, 64, 0.5, 43340.4638985974, 0.5934789746258301
20, 64, 0.1, 75.11557351497181, 0.5945863068688672
20, 128, 1e-05, 2.284407120699074, 0.1138995120762611
20, 128, 0.0005, 0.9260799585030094, 0.7729486848048305
20, 128, 0.0001, 1.9063507701918396, 0.39196924178671605
20, 128, 0.005, 0.4614172766083165, 0.8630359138021205
20, 128, 0.001, 0.5531131532805705, 0.8381691122284028
20, 128, 0.05, 9.951330988727815, 0.7074363054485809
20, 128, 0.01, 0.6079709650131694, 0.8207307415727666
20, 128, 0.5, 162762.9030519006, 0.4177657579755622
20, 128, 0.1, 89.98785581086811, 0.6266718519707127
20, 256, 1e-05, 2.280560296157311, 0.11616138386599383
20, 256, 0.0005, 1.4463039938060718, 0.594459629941127
20, 256, 0.0001, 2.0676298963612525, 0.3871436518783291
20, 256, 0.005, 0.4815511330105793, 0.8617225463741706
20, 256, 0.001, 0.8360181916719195, 0.778398703976264
20, 256, 0.05, 10.711435860600965, 0.6197270552985703
20, 256, 0.01, 0.6133633742387268, 0.8304882429212223
20, 256, 0.5, 142998.4696479885, 0.44531907064760307
20, 256, 0.1, 321.85335540771484, 0.4397380355807868
